iteration,series,model,train_size,r2,rmse
iteration_1,1,rf,500,0.555154842546761,17.161168595747103
iteration_1,2,rf,500,0.588305825059253,16.394165400326575
iteration_1,15,rf,500,0.5175611187456757,16.362697621202543
iteration_1,20,rf,500,0.7114979288026488,14.275572365538975
iteration_1,25,rf,500,0.5387485449396119,19.15890335316324
iteration_1,26,rf,500,0.5241343716210862,15.097835512440115
iteration_1,30,rf,500,0.49336196845426616,14.81798088228734
iteration_1,33,rf,500,0.2917398531920955,15.164082869616987
iteration_1,35,rf,500,0.5536834834778901,19.09160941270519
iteration_1,37,rf,500,0.48417017136807283,16.627680483506744
iteration_2,1,rf,500,0.49681671862255294,18.197972074887147
iteration_2,2,rf,500,0.6046036527641663,16.074904781770023
iteration_2,15,rf,500,0.4935892844902161,16.787840057069687
iteration_2,20,rf,500,0.7097490358517675,14.427946813759792
iteration_2,25,rf,500,0.5800955878409713,18.265960772789136
iteration_2,26,rf,500,0.5079606662689429,15.34414419055135
iteration_2,30,rf,500,0.45116914786421725,15.375355473432059
iteration_2,33,rf,500,0.41908799419720555,13.70387866543732
iteration_2,35,rf,500,0.6273817169196303,17.409010790918938
iteration_2,37,rf,500,0.4744457621815511,16.829297627704463
iteration_3,1,rf,500,0.514328372796234,17.90547682142719
iteration_3,2,rf,500,0.6642096109364655,14.851868414580483
iteration_3,15,rf,500,0.595637877904896,15.031449536421702
iteration_3,20,rf,500,0.7095462769341747,14.353522995154242
iteration_3,25,rf,500,0.5529673843694354,18.866746065510647
iteration_3,26,rf,500,0.47526704755712335,15.832598897651438
iteration_3,30,rf,500,0.5753719479159477,13.5406214669133
iteration_3,33,rf,500,0.3268872901275949,14.769231259259108
iteration_3,35,rf,500,0.5612000803921515,18.91291085536772
iteration_3,37,rf,500,0.4680339403685433,16.879719693972184
